,training_examples,noise,sigma,acc
603,5,0.0,0.2105272105263158,0.56
604,5,0.0,0.2105272105263158,0.42
605,5,0.0,0.2105272105263158,0.48
606,5,0.0,0.2105272105263158,0.44
607,5,0.0,0.2105272105263158,0.48
608,5,0.0,0.2105272105263158,0.6
609,5,0.0,0.2105272105263158,0.46
610,10,0.0,0.2105272105263158,0.5
611,10,0.0,0.2105272105263158,0.52
612,10,0.0,0.2105272105263158,0.5
613,10,0.0,0.2105272105263158,0.3
614,10,0.0,0.2105272105263158,0.48
615,10,0.0,0.2105272105263158,0.46
616,10,0.0,0.2105272105263158,0.5
617,10,0.0,0.2105272105263158,0.48
618,10,0.0,0.2105272105263158,0.5
619,10,0.0,0.2105272105263158,0.5
620,20,0.0,0.2105272105263158,0.48
621,20,0.0,0.2105272105263158,0.52
622,20,0.0,0.2105272105263158,0.46
623,20,0.0,0.2105272105263158,0.58
624,20,0.0,0.2105272105263158,0.4
625,20,0.0,0.2105272105263158,0.46
626,20,0.0,0.2105272105263158,0.52
627,20,0.0,0.2105272105263158,0.42
628,20,0.0,0.2105272105263158,0.46
629,20,0.0,0.2105272105263158,0.54
630,5,0.2222222222222222,0.2105272105263158,0.5
631,5,0.2222222222222222,0.2105272105263158,0.5
632,5,0.2222222222222222,0.2105272105263158,0.42
633,5,0.2222222222222222,0.2105272105263158,0.38
634,5,0.2222222222222222,0.2105272105263158,0.6
635,5,0.2222222222222222,0.2105272105263158,0.22
636,5,0.2222222222222222,0.2105272105263158,0.48
637,5,0.2222222222222222,0.2105272105263158,0.46
638,5,0.2222222222222222,0.2105272105263158,0.6
639,5,0.2222222222222222,0.2105272105263158,0.52
640,10,0.2222222222222222,0.2105272105263158,0.48
641,10,0.2222222222222222,0.2105272105263158,0.52
642,10,0.2222222222222222,0.2105272105263158,0.54
643,10,0.2222222222222222,0.2105272105263158,0.42
644,10,0.2222222222222222,0.2105272105263158,0.42
645,10,0.2222222222222222,0.2105272105263158,0.56
646,10,0.2222222222222222,0.2105272105263158,0.6
647,10,0.2222222222222222,0.2105272105263158,0.52
648,10,0.2222222222222222,0.2105272105263158,0.44
649,10,0.2222222222222222,0.2105272105263158,0.48
650,20,0.2222222222222222,0.2105272105263158,0.46
651,20,0.2222222222222222,0.2105272105263158,0.48
652,20,0.2222222222222222,0.2105272105263158,0.42
653,20,0.2222222222222222,0.2105272105263158,0.52
654,20,0.2222222222222222,0.2105272105263158,0.48
655,20,0.2222222222222222,0.2105272105263158,0.48
656,20,0.2222222222222222,0.2105272105263158,0.42
657,20,0.2222222222222222,0.2105272105263158,0.42
658,20,0.2222222222222222,0.2105272105263158,0.48
659,20,0.2222222222222222,0.2105272105263158,0.62
660,5,0.4444444444444444,0.2105272105263158,0.5
661,5,0.4444444444444444,0.2105272105263158,0.68
662,5,0.4444444444444444,0.2105272105263158,0.48
663,5,0.4444444444444444,0.2105272105263158,0.62
664,5,0.4444444444444444,0.2105272105263158,0.5
665,5,0.4444444444444444,0.2105272105263158,0.5
666,5,0.4444444444444444,0.2105272105263158,0.4
667,5,0.4444444444444444,0.2105272105263158,0.5
668,5,0.4444444444444444,0.2105272105263158,0.38
669,5,0.4444444444444444,0.2105272105263158,0.66
670,10,0.4444444444444444,0.2105272105263158,0.44
671,10,0.4444444444444444,0.2105272105263158,0.46
672,10,0.4444444444444444,0.2105272105263158,0.56
673,10,0.4444444444444444,0.2105272105263158,0.52
674,10,0.4444444444444444,0.2105272105263158,0.46
675,10,0.4444444444444444,0.2105272105263158,0.56
676,10,0.4444444444444444,0.2105272105263158,0.52
677,10,0.4444444444444444,0.2105272105263158,0.68
678,10,0.4444444444444444,0.2105272105263158,0.4
679,10,0.4444444444444444,0.2105272105263158,0.38
680,20,0.4444444444444444,0.2105272105263158,0.48
681,20,0.4444444444444444,0.2105272105263158,0.48
682,20,0.4444444444444444,0.2105272105263158,0.52
683,20,0.4444444444444444,0.2105272105263158,0.5
684,20,0.4444444444444444,0.2105272105263158,0.44
685,20,0.4444444444444444,0.2105272105263158,0.54
686,20,0.4444444444444444,0.2105272105263158,0.48
687,20,0.4444444444444444,0.2105272105263158,0.54
688,20,0.4444444444444444,0.2105272105263158,0.52
689,20,0.4444444444444444,0.2105272105263158,0.5
690,5,0.6666666666666666,0.2105272105263158,0.5
691,5,0.6666666666666666,0.2105272105263158,0.54
692,5,0.6666666666666666,0.2105272105263158,0.5
693,5,0.6666666666666666,0.2105272105263158,0.52
694,5,0.6666666666666666,0.2105272105263158,0.64
695,5,0.6666666666666666,0.2105272105263158,0.52
696,5,0.6666666666666666,0.2105272105263158,0.54
697,5,0.6666666666666666,0.2105272105263158,0.4
698,5,0.6666666666666666,0.2105272105263158,0.46
699,5,0.6666666666666666,0.2105272105263158,0.58
700,10,0.6666666666666666,0.2105272105263158,0.54
701,10,0.6666666666666666,0.2105272105263158,0.56
702,10,0.6666666666666666,0.2105272105263158,0.54
703,10,0.6666666666666666,0.2105272105263158,0.52
704,10,0.6666666666666666,0.2105272105263158,0.44
705,10,0.6666666666666666,0.2105272105263158,0.44
706,10,0.6666666666666666,0.2105272105263158,0.54
707,10,0.6666666666666666,0.2105272105263158,0.58
708,10,0.6666666666666666,0.2105272105263158,0.56
709,10,0.6666666666666666,0.2105272105263158,0.44
710,20,0.6666666666666666,0.2105272105263158,0.58
711,20,0.6666666666666666,0.2105272105263158,0.52
712,20,0.6666666666666666,0.2105272105263158,0.48
713,20,0.6666666666666666,0.2105272105263158,0.44
714,20,0.6666666666666666,0.2105272105263158,0.46
715,20,0.6666666666666666,0.2105272105263158,0.46
716,20,0.6666666666666666,0.2105272105263158,0.48
717,20,0.6666666666666666,0.2105272105263158,0.46
718,20,0.6666666666666666,0.2105272105263158,0.56
719,20,0.6666666666666666,0.2105272105263158,0.38
720,5,0.8888888888888888,0.2105272105263158,0.58
721,5,0.8888888888888888,0.2105272105263158,0.46
722,5,0.8888888888888888,0.2105272105263158,0.4
723,5,0.8888888888888888,0.2105272105263158,0.48
724,5,0.8888888888888888,0.2105272105263158,0.5
725,5,0.8888888888888888,0.2105272105263158,0.5
726,5,0.8888888888888888,0.2105272105263158,0.54
727,5,0.8888888888888888,0.2105272105263158,0.44
728,5,0.8888888888888888,0.2105272105263158,0.54
729,5,0.8888888888888888,0.2105272105263158,0.56
730,10,0.8888888888888888,0.2105272105263158,0.44
731,10,0.8888888888888888,0.2105272105263158,0.32
732,10,0.8888888888888888,0.2105272105263158,0.44
733,10,0.8888888888888888,0.2105272105263158,0.64
734,10,0.8888888888888888,0.2105272105263158,0.42
735,10,0.8888888888888888,0.2105272105263158,0.46
736,10,0.8888888888888888,0.2105272105263158,0.42
737,10,0.8888888888888888,0.2105272105263158,0.46
738,10,0.8888888888888888,0.2105272105263158,0.58
739,10,0.8888888888888888,0.2105272105263158,0.56
740,20,0.8888888888888888,0.2105272105263158,0.52
741,20,0.8888888888888888,0.2105272105263158,0.38
742,20,0.8888888888888888,0.2105272105263158,0.52
743,20,0.8888888888888888,0.2105272105263158,0.34
744,20,0.8888888888888888,0.2105272105263158,0.42
745,20,0.8888888888888888,0.2105272105263158,0.62
746,20,0.8888888888888888,0.2105272105263158,0.5
747,20,0.8888888888888888,0.2105272105263158,0.48
748,20,0.8888888888888888,0.2105272105263158,0.38
749,20,0.8888888888888888,0.2105272105263158,0.5
750,5,1.1111111111111112,0.2105272105263158,0.48
751,5,1.1111111111111112,0.2105272105263158,0.42
752,5,1.1111111111111112,0.2105272105263158,0.4
753,5,1.1111111111111112,0.2105272105263158,0.58
754,5,1.1111111111111112,0.2105272105263158,0.54
755,5,1.1111111111111112,0.2105272105263158,0.42
756,5,1.1111111111111112,0.2105272105263158,0.54
757,5,1.1111111111111112,0.2105272105263158,0.6
758,5,1.1111111111111112,0.2105272105263158,0.4
759,5,1.1111111111111112,0.2105272105263158,0.48
760,10,1.1111111111111112,0.2105272105263158,0.54
761,10,1.1111111111111112,0.2105272105263158,0.46
762,10,1.1111111111111112,0.2105272105263158,0.5
763,10,1.1111111111111112,0.2105272105263158,0.46
764,10,1.1111111111111112,0.2105272105263158,0.5
765,10,1.1111111111111112,0.2105272105263158,0.5
766,10,1.1111111111111112,0.2105272105263158,0.52
767,10,1.1111111111111112,0.2105272105263158,0.54
768,10,1.1111111111111112,0.2105272105263158,0.44
769,10,1.1111111111111112,0.2105272105263158,0.5
770,20,1.1111111111111112,0.2105272105263158,0.44
771,20,1.1111111111111112,0.2105272105263158,0.46
772,20,1.1111111111111112,0.2105272105263158,0.52
773,20,1.1111111111111112,0.2105272105263158,0.4
774,20,1.1111111111111112,0.2105272105263158,0.56
775,20,1.1111111111111112,0.2105272105263158,0.56
776,20,1.1111111111111112,0.2105272105263158,0.56
777,20,1.1111111111111112,0.2105272105263158,0.58
778,20,1.1111111111111112,0.2105272105263158,0.5
779,20,1.1111111111111112,0.2105272105263158,0.5
780,5,1.3333333333333333,0.2105272105263158,0.48
781,5,1.3333333333333333,0.2105272105263158,0.44
782,5,1.3333333333333333,0.2105272105263158,0.48
783,5,1.3333333333333333,0.2105272105263158,0.5
784,5,1.3333333333333333,0.2105272105263158,0.54
785,5,1.3333333333333333,0.2105272105263158,0.54
786,5,1.3333333333333333,0.2105272105263158,0.44
787,5,1.3333333333333333,0.2105272105263158,0.52
788,5,1.3333333333333333,0.2105272105263158,0.34
789,5,1.3333333333333333,0.2105272105263158,0.56
790,10,1.3333333333333333,0.2105272105263158,0.44
791,10,1.3333333333333333,0.2105272105263158,0.58
792,10,1.3333333333333333,0.2105272105263158,0.42
793,10,1.3333333333333333,0.2105272105263158,0.58
794,10,1.3333333333333333,0.2105272105263158,0.3
795,10,1.3333333333333333,0.2105272105263158,0.44
796,10,1.3333333333333333,0.2105272105263158,0.5
797,10,1.3333333333333333,0.2105272105263158,0.52
798,10,1.3333333333333333,0.2105272105263158,0.5
799,10,1.3333333333333333,0.2105272105263158,0.52
800,20,1.3333333333333333,0.2105272105263158,0.46
801,20,1.3333333333333333,0.2105272105263158,0.5
802,20,1.3333333333333333,0.2105272105263158,0.54
803,20,1.3333333333333333,0.2105272105263158,0.52
804,20,1.3333333333333333,0.2105272105263158,0.48
805,20,1.3333333333333333,0.2105272105263158,0.4
806,20,1.3333333333333333,0.2105272105263158,0.56
807,20,1.3333333333333333,0.2105272105263158,0.5
808,20,1.3333333333333333,0.2105272105263158,0.58
809,20,1.3333333333333333,0.2105272105263158,0.56
810,5,1.5555555555555554,0.2105272105263158,0.44
811,5,1.5555555555555554,0.2105272105263158,0.56
812,5,1.5555555555555554,0.2105272105263158,0.52
813,5,1.5555555555555554,0.2105272105263158,0.4
814,5,1.5555555555555554,0.2105272105263158,0.4
815,5,1.5555555555555554,0.2105272105263158,0.42
816,5,1.5555555555555554,0.2105272105263158,0.54
817,5,1.5555555555555554,0.2105272105263158,0.58
818,5,1.5555555555555554,0.2105272105263158,0.58
819,5,1.5555555555555554,0.2105272105263158,0.56
820,10,1.5555555555555554,0.2105272105263158,0.56
821,10,1.5555555555555554,0.2105272105263158,0.56
822,10,1.5555555555555554,0.2105272105263158,0.38
823,10,1.5555555555555554,0.2105272105263158,0.58
824,10,1.5555555555555554,0.2105272105263158,0.54
825,10,1.5555555555555554,0.2105272105263158,0.66
826,10,1.5555555555555554,0.2105272105263158,0.58
827,10,1.5555555555555554,0.2105272105263158,0.38
828,10,1.5555555555555554,0.2105272105263158,0.48
829,10,1.5555555555555554,0.2105272105263158,0.54
830,20,1.5555555555555554,0.2105272105263158,0.5
831,20,1.5555555555555554,0.2105272105263158,0.4
832,20,1.5555555555555554,0.2105272105263158,0.48
833,20,1.5555555555555554,0.2105272105263158,0.54
834,20,1.5555555555555554,0.2105272105263158,0.54
835,20,1.5555555555555554,0.2105272105263158,0.6
836,20,1.5555555555555554,0.2105272105263158,0.4
837,20,1.5555555555555554,0.2105272105263158,0.54
838,20,1.5555555555555554,0.2105272105263158,0.48
839,20,1.5555555555555554,0.2105272105263158,0.48
840,5,1.7777777777777777,0.2105272105263158,0.64
841,5,1.7777777777777777,0.2105272105263158,0.54
842,5,1.7777777777777777,0.2105272105263158,0.46
843,5,1.7777777777777777,0.2105272105263158,0.56
844,5,1.7777777777777777,0.2105272105263158,0.52
845,5,1.7777777777777777,0.2105272105263158,0.42
846,5,1.7777777777777777,0.2105272105263158,0.52
847,5,1.7777777777777777,0.2105272105263158,0.5
848,5,1.7777777777777777,0.2105272105263158,0.62
849,5,1.7777777777777777,0.2105272105263158,0.56
850,10,1.7777777777777777,0.2105272105263158,0.64
851,10,1.7777777777777777,0.2105272105263158,0.6
852,10,1.7777777777777777,0.2105272105263158,0.48
853,10,1.7777777777777777,0.2105272105263158,0.6
854,10,1.7777777777777777,0.2105272105263158,0.64
855,10,1.7777777777777777,0.2105272105263158,0.62
856,10,1.7777777777777777,0.2105272105263158,0.5
857,10,1.7777777777777777,0.2105272105263158,0.52
858,10,1.7777777777777777,0.2105272105263158,0.48
859,10,1.7777777777777777,0.2105272105263158,0.58
860,20,1.7777777777777777,0.2105272105263158,0.4
861,20,1.7777777777777777,0.2105272105263158,0.48
862,20,1.7777777777777777,0.2105272105263158,0.5
863,20,1.7777777777777777,0.2105272105263158,0.48
864,20,1.7777777777777777,0.2105272105263158,0.4
865,20,1.7777777777777777,0.2105272105263158,0.58
866,20,1.7777777777777777,0.2105272105263158,0.42
867,20,1.7777777777777777,0.2105272105263158,0.44
868,20,1.7777777777777777,0.2105272105263158,0.46
869,20,1.7777777777777777,0.2105272105263158,0.44
870,5,2.0,0.2105272105263158,0.6
871,5,2.0,0.2105272105263158,0.54
872,5,2.0,0.2105272105263158,0.64
873,5,2.0,0.2105272105263158,0.44
874,5,2.0,0.2105272105263158,0.5
875,5,2.0,0.2105272105263158,0.6
876,5,2.0,0.2105272105263158,0.58
877,5,2.0,0.2105272105263158,0.52
878,5,2.0,0.2105272105263158,0.52
879,5,2.0,0.2105272105263158,0.54
880,10,2.0,0.2105272105263158,0.54
881,10,2.0,0.2105272105263158,0.44
882,10,2.0,0.2105272105263158,0.48
883,10,2.0,0.2105272105263158,0.46
884,10,2.0,0.2105272105263158,0.44
885,10,2.0,0.2105272105263158,0.52
886,10,2.0,0.2105272105263158,0.44
887,10,2.0,0.2105272105263158,0.48
888,10,2.0,0.2105272105263158,0.52
889,10,2.0,0.2105272105263158,0.5
890,20,2.0,0.2105272105263158,0.4
891,20,2.0,0.2105272105263158,0.62
892,20,2.0,0.2105272105263158,0.54
893,20,2.0,0.2105272105263158,0.48
894,20,2.0,0.2105272105263158,0.42
895,20,2.0,0.2105272105263158,0.42
896,20,2.0,0.2105272105263158,0.44
897,20,2.0,0.2105272105263158,0.58
898,20,2.0,0.2105272105263158,0.46
899,20,2.0,0.2105272105263158,0.56
900,5,0.0,0.31579031578947364,0.42
901,5,0.0,0.31579031578947364,0.48
902,5,0.0,0.31579031578947364,0.44
903,5,0.0,0.31579031578947364,0.6
904,5,0.0,0.31579031578947364,0.48
905,5,0.0,0.31579031578947364,0.42
906,5,0.0,0.31579031578947364,0.52
907,5,0.0,0.31579031578947364,0.34
908,5,0.0,0.31579031578947364,0.38
909,5,0.0,0.31579031578947364,0.58
910,10,0.0,0.31579031578947364,0.54
911,10,0.0,0.31579031578947364,0.4
912,10,0.0,0.31579031578947364,0.46
913,10,0.0,0.31579031578947364,0.6
914,10,0.0,0.31579031578947364,0.44
915,10,0.0,0.31579031578947364,0.48
916,10,0.0,0.31579031578947364,0.58
917,10,0.0,0.31579031578947364,0.54
918,10,0.0,0.31579031578947364,0.44
919,10,0.0,0.31579031578947364,0.54
920,20,0.0,0.31579031578947364,0.34
921,20,0.0,0.31579031578947364,0.42
922,20,0.0,0.31579031578947364,0.46
923,20,0.0,0.31579031578947364,0.6
924,20,0.0,0.31579031578947364,0.52
925,20,0.0,0.31579031578947364,0.46
926,20,0.0,0.31579031578947364,0.56
927,20,0.0,0.31579031578947364,0.46
928,20,0.0,0.31579031578947364,0.56
929,20,0.0,0.31579031578947364,0.4
930,5,0.2222222222222222,0.31579031578947364,0.52
931,5,0.2222222222222222,0.31579031578947364,0.5
932,5,0.2222222222222222,0.31579031578947364,0.6
933,5,0.2222222222222222,0.31579031578947364,0.42
934,5,0.2222222222222222,0.31579031578947364,0.54
935,5,0.2222222222222222,0.31579031578947364,0.38
936,5,0.2222222222222222,0.31579031578947364,0.62
937,5,0.2222222222222222,0.31579031578947364,0.54
938,5,0.2222222222222222,0.31579031578947364,0.48
939,5,0.2222222222222222,0.31579031578947364,0.56
940,10,0.2222222222222222,0.31579031578947364,0.48
941,10,0.2222222222222222,0.31579031578947364,0.58
942,10,0.2222222222222222,0.31579031578947364,0.5
943,10,0.2222222222222222,0.31579031578947364,0.5
944,10,0.2222222222222222,0.31579031578947364,0.48
945,10,0.2222222222222222,0.31579031578947364,0.48
946,10,0.2222222222222222,0.31579031578947364,0.46
947,10,0.2222222222222222,0.31579031578947364,0.48
948,10,0.2222222222222222,0.31579031578947364,0.48
949,10,0.2222222222222222,0.31579031578947364,0.5
950,20,0.2222222222222222,0.31579031578947364,0.5
951,20,0.2222222222222222,0.31579031578947364,0.5
952,20,0.2222222222222222,0.31579031578947364,0.56
953,20,0.2222222222222222,0.31579031578947364,0.6
954,20,0.2222222222222222,0.31579031578947364,0.44
955,20,0.2222222222222222,0.31579031578947364,0.5
956,20,0.2222222222222222,0.31579031578947364,0.48
957,20,0.2222222222222222,0.31579031578947364,0.38
958,20,0.2222222222222222,0.31579031578947364,0.54
959,20,0.2222222222222222,0.31579031578947364,0.38
960,5,0.4444444444444444,0.31579031578947364,0.6
961,5,0.4444444444444444,0.31579031578947364,0.64
962,5,0.4444444444444444,0.31579031578947364,0.4
963,5,0.4444444444444444,0.31579031578947364,0.5
964,5,0.4444444444444444,0.31579031578947364,0.34
965,5,0.4444444444444444,0.31579031578947364,0.4
966,5,0.4444444444444444,0.31579031578947364,0.4
967,5,0.4444444444444444,0.31579031578947364,0.56
968,5,0.4444444444444444,0.31579031578947364,0.44
969,5,0.4444444444444444,0.31579031578947364,0.44
970,10,0.4444444444444444,0.31579031578947364,0.62
971,10,0.4444444444444444,0.31579031578947364,0.38
972,10,0.4444444444444444,0.31579031578947364,0.48
973,10,0.4444444444444444,0.31579031578947364,0.68
974,10,0.4444444444444444,0.31579031578947364,0.42
975,10,0.4444444444444444,0.31579031578947364,0.6
976,10,0.4444444444444444,0.31579031578947364,0.48
977,10,0.4444444444444444,0.31579031578947364,0.54
978,10,0.4444444444444444,0.31579031578947364,0.44
979,10,0.4444444444444444,0.31579031578947364,0.66
980,20,0.4444444444444444,0.31579031578947364,0.46
981,20,0.4444444444444444,0.31579031578947364,0.54
982,20,0.4444444444444444,0.31579031578947364,0.58
983,20,0.4444444444444444,0.31579031578947364,0.52
984,20,0.4444444444444444,0.31579031578947364,0.5
985,20,0.4444444444444444,0.31579031578947364,0.6
986,20,0.4444444444444444,0.31579031578947364,0.56
987,20,0.4444444444444444,0.31579031578947364,0.56
988,20,0.4444444444444444,0.31579031578947364,0.46
989,20,0.4444444444444444,0.31579031578947364,0.56
990,5,0.6666666666666666,0.31579031578947364,0.5
991,5,0.6666666666666666,0.31579031578947364,0.5
992,5,0.6666666666666666,0.31579031578947364,0.48
993,5,0.6666666666666666,0.31579031578947364,0.52
994,5,0.6666666666666666,0.31579031578947364,0.58
995,5,0.6666666666666666,0.31579031578947364,0.5
996,5,0.6666666666666666,0.31579031578947364,0.46
997,5,0.6666666666666666,0.31579031578947364,0.44
998,5,0.6666666666666666,0.31579031578947364,0.54
999,5,0.6666666666666666,0.31579031578947364,0.58
1000,10,0.6666666666666666,0.31579031578947364,0.4
1001,10,0.6666666666666666,0.31579031578947364,0.36
1002,10,0.6666666666666666,0.31579031578947364,0.62
1003,10,0.6666666666666666,0.31579031578947364,0.44
1004,10,0.6666666666666666,0.31579031578947364,0.52
1005,10,0.6666666666666666,0.31579031578947364,0.52
1006,10,0.6666666666666666,0.31579031578947364,0.58
1007,10,0.6666666666666666,0.31579031578947364,0.54
1008,10,0.6666666666666666,0.31579031578947364,0.46
1009,10,0.6666666666666666,0.31579031578947364,0.58
1010,20,0.6666666666666666,0.31579031578947364,0.42
1011,20,0.6666666666666666,0.31579031578947364,0.5
1012,20,0.6666666666666666,0.31579031578947364,0.44
1013,20,0.6666666666666666,0.31579031578947364,0.46
1014,20,0.6666666666666666,0.31579031578947364,0.5
1015,20,0.6666666666666666,0.31579031578947364,0.44
1016,20,0.6666666666666666,0.31579031578947364,0.62
1017,20,0.6666666666666666,0.31579031578947364,0.5
1018,20,0.6666666666666666,0.31579031578947364,0.58
1019,20,0.6666666666666666,0.31579031578947364,0.44
1020,5,0.8888888888888888,0.31579031578947364,0.52
1021,5,0.8888888888888888,0.31579031578947364,0.42
1022,5,0.8888888888888888,0.31579031578947364,0.56
1023,5,0.8888888888888888,0.31579031578947364,0.62
1024,5,0.8888888888888888,0.31579031578947364,0.56
1025,5,0.8888888888888888,0.31579031578947364,0.46
1026,5,0.8888888888888888,0.31579031578947364,0.46
1027,5,0.8888888888888888,0.31579031578947364,0.48
1028,5,0.8888888888888888,0.31579031578947364,0.52
1029,5,0.8888888888888888,0.31579031578947364,0.54
1030,10,0.8888888888888888,0.31579031578947364,0.44
1031,10,0.8888888888888888,0.31579031578947364,0.54
1032,10,0.8888888888888888,0.31579031578947364,0.62
1033,10,0.8888888888888888,0.31579031578947364,0.48
1034,10,0.8888888888888888,0.31579031578947364,0.56
1035,10,0.8888888888888888,0.31579031578947364,0.54
1036,10,0.8888888888888888,0.31579031578947364,0.62
1037,10,0.8888888888888888,0.31579031578947364,0.58
1038,10,0.8888888888888888,0.31579031578947364,0.5
1039,10,0.8888888888888888,0.31579031578947364,0.36
1040,20,0.8888888888888888,0.31579031578947364,0.56
1041,20,0.8888888888888888,0.31579031578947364,0.42
1042,20,0.8888888888888888,0.31579031578947364,0.58
1043,20,0.8888888888888888,0.31579031578947364,0.52
1044,20,0.8888888888888888,0.31579031578947364,0.42
1045,20,0.8888888888888888,0.31579031578947364,0.56
1046,20,0.8888888888888888,0.31579031578947364,0.5
1047,20,0.8888888888888888,0.31579031578947364,0.54
1048,20,0.8888888888888888,0.31579031578947364,0.38
1049,20,0.8888888888888888,0.31579031578947364,0.44
